Condition,ID,Metabolite
gastroesophageal reflux disease,HMDB0000162,L-Proline
gastroesophageal reflux disease,HMDB0000167,L-Threonine
gastroesophageal reflux disease,HMDB0000168,L-Asparagine
gastroesophageal reflux disease,HMDB0000172,L-Isoleucine
gastroesophageal reflux disease,HMDB0000177,L-Histidine
gastroesophageal reflux disease,HMDB0000182,L-Lysine
gastroesophageal reflux disease,HMDB0000187,L-Serine
gastroesophageal reflux disease,HMDB0000190,L-Lactic acid
gastroesophageal reflux disease,HMDB0000191,L-Aspartic acid
gastroesophageal reflux disease,HMDB0000197,Indoleacetic acid
gastroesophageal reflux disease,HMDB0000201,L-Acetylcarnitine
gastroesophageal reflux disease,HMDB0000208,Oxoglutaric acid
gastroesophageal reflux disease,HMDB0000214,Ornithine
gastroesophageal reflux disease,HMDB0000220,Palmitic acid
gastroesophageal reflux disease,HMDB0000222,Palmitoylcarnitine
gastroesophageal reflux disease,HMDB0000243,Pyruvic acid
gastroesophageal reflux disease,HMDB0000254,Succinic acid
gastroesophageal reflux disease,HMDB0000259,Serotonin
gastroesophageal reflux disease,HMDB0000267,Pyroglutamic acid
gastroesophageal reflux disease,HMDB0000291,Vanillylmandelic acid
gastroesophageal reflux disease,HMDB0000355,3-Hydroxymethylglutaric acid
gastroesophageal reflux disease,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid
gastroesophageal reflux disease,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid"
gastroesophageal reflux disease,HMDB0000439,2-Furoylglycine
gastroesophageal reflux disease,HMDB0000440,3-Hydroxyphenylacetic acid
gastroesophageal reflux disease,HMDB0000448,Adipic acid
gastroesophageal reflux disease,HMDB0000500,4-Hydroxybenzoic acid
gastroesophageal reflux disease,HMDB0000510,Aminoadipic acid
gastroesophageal reflux disease,HMDB0000517,L-Arginine
gastroesophageal reflux disease,HMDB0000555,3-Methyladipic acid
gastroesophageal reflux disease,HMDB0000641,L-Glutamine
gastroesophageal reflux disease,HMDB0000651,Decanoylcarnitine
gastroesophageal reflux disease,HMDB0000661,Glutaric acid
gastroesophageal reflux disease,HMDB0000671,Indolelactic acid
gastroesophageal reflux disease,HMDB0000687,L-Leucine
gastroesophageal reflux disease,HMDB0000691,Malonic acid
gastroesophageal reflux disease,HMDB0000696,L-Methionine
gastroesophageal reflux disease,HMDB0000700,Hydroxypropionic acid
gastroesophageal reflux disease,HMDB0000714,Hippuric acid
gastroesophageal reflux disease,HMDB0000715,Kynurenic acid
gastroesophageal reflux disease,HMDB0000720,Levulinic acid
gastroesophageal reflux disease,HMDB0000729,alpha-Hydroxyisobutyric acid
gastroesophageal reflux disease,HMDB0000744,Malate
gastroesophageal reflux disease,HMDB0000754,3-Hydroxyisovaleric acid
gastroesophageal reflux disease,HMDB0000755,Hydroxyphenyllactic acid
gastroesophageal reflux disease,HMDB0000784,Azelaic acid
gastroesophageal reflux disease,HMDB0000827,Stearic acid
gastroesophageal reflux disease,HMDB0000857,Pimelic acid
gastroesophageal reflux disease,HMDB0000883,L-Valine
gastroesophageal reflux disease,HMDB0000893,Suberic acid
gastroesophageal reflux disease,HMDB0000904,Citrulline
gastroesophageal reflux disease,HMDB0000954,Ferulic acid
gastroesophageal reflux disease,HMDB0000958,trans-Aconitic acid
gastroesophageal reflux disease,HMDB0001348,SM(d18:1/18:0)
gastroesophageal reflux disease,HMDB0001414,Putrescine
gastroesophageal reflux disease,HMDB0001844,Methylsuccinic acid
gastroesophageal reflux disease,HMDB0001895,Salicylic acid
gastroesophageal reflux disease,HMDB0002005,Methionine sulfoxide
gastroesophageal reflux disease,HMDB0002432,Sumiki's acid
gastroesophageal reflux disease,HMDB0006116,3-Hydroxyhippuric acid
gastroesophageal reflux disease,HMDB0010169,SM(d18:1/16:0)
gastroesophageal reflux disease,HMDB0010382,LysoPC(16:0/0:0)
gastroesophageal reflux disease,HMDB0010384,LysoPC(18:0/0:0)
gastroesophageal reflux disease,HMDB0013678,4-Hydroxyhippuric acid
gastroesophageal reflux disease,HMDB0061712,Palmitoyl sphingomyelin
gastroesophageal reflux disease,HMDB0062561,trizma acetate
gastroesophageal reflux disease,HMDB0062583,N-benzoylglycinate
genetically at-risk of celiac disease,HMDB0000039,Butyric acid
genetically at-risk of celiac disease,HMDB0000042,Acetic acid
genetically at-risk of celiac disease,HMDB0000190,L-Lactic acid
genetically at-risk of celiac disease,HMDB0000237,Propionic acid
genetically at-risk of celiac disease,HMDB0000254,Succinic acid
gestational diabetes mellitus (gdm),HMDB0000207,Oleic acid
gestational diabetes mellitus (gdm),HMDB0000673,Linoleic acid
gestational diabetes mellitus (gdm),HMDB0001043,Arachidonic acid
gi disorder,HMDB0000036,Taurocholic acid
gi disorder,HMDB0000138,Glycocholic acid
gi disorder,HMDB0000619,Cholic acid
glucagon deficiency,HMDB0000122,D-Glucose
glucagon deficiency,HMDB0000161,L-Alanine
glucagon deficiency,HMDB0000243,Pyruvic acid
glucagon deficiency,HMDB0003345,alpha-D-Glucose
glucoglycinuria,HMDB0000123,Glycine
glucose transporter type 1 deficiency syndrome,HMDB0000060,Acetoacetic acid
glucose transporter type 1 deficiency syndrome,HMDB0000122,D-Glucose
glucose transporter type 1 deficiency syndrome,HMDB0003345,alpha-D-Glucose
glucose-6-phosphate dehydrogenase deficiency,HMDB0000054,Bilirubin
glut1 deficiency syndrome,HMDB0000122,D-Glucose
glut1 deficiency syndrome,HMDB0003345,alpha-D-Glucose
glutamate formiminotransferase deficiency,HMDB0000854,Formiminoglutamic acid
"glutamine deficiency, congenital",HMDB0000641,L-Glutamine
glutaric acidemia type 2,HMDB0000115,Glycolic acid
glutaric aciduria i,HMDB0000661,Glutaric acid
glutaric aciduria ii,HMDB0000651,Decanoylcarnitine
glutaric aciduria ii,HMDB0000678,Isovalerylglycine
glutaric aciduria ii,HMDB0000710,4-Hydroxybutyric acid
glutaric aciduria ii,HMDB0000756,Hexanoylcarnitine
glutaric aciduria ii,HMDB0000791,Octanoylcarnitine
glutaric aciduria ii,HMDB0059655,2-Hydroxyglutarate
glutaric aciduria type iii,HMDB0000661,Glutaric acid
glutaryl-coa dehydrogenase deficiency (gdhd),HMDB0000661,Glutaric acid
glutathione synthetase deficiency,HMDB0000162,L-Proline
glutathione synthetase deficiency,HMDB0000267,Pyroglutamic acid
glycerol kinase deficiency,HMDB0000131,Glycerol
glycine n-methyltransferase deficiency,HMDB0000696,L-Methionine
glycogen storage disease,HMDB0000138,Glycocholic acid
glycolic aciduria,HMDB0000115,Glycolic acid
gout,HMDB0000042,Acetic acid
gout,HMDB0000122,D-Glucose
gout,HMDB0000123,Glycine
gout,HMDB0000159,L-Phenylalanine
gout,HMDB0000161,L-Alanine
gout,HMDB0000168,L-Asparagine
gout,HMDB0000191,L-Aspartic acid
gout,HMDB0000195,Inosine
gout,HMDB0000251,Taurine
gout,HMDB0000254,Succinic acid
gout,HMDB0000289,Uric acid
gout,HMDB0000695,Ketoleucine
gout,HMDB0000883,L-Valine
gout,HMDB0000904,Citrulline
gout,HMDB0003345,alpha-D-Glucose
gracile syndrome,HMDB0000190,L-Lactic acid
gracile syndrome,HMDB0000243,Pyruvic acid
growth hormone deficiency,HMDB0000054,Bilirubin
growth hormone deficiency,HMDB0000122,D-Glucose
growth hormone deficiency,HMDB0000191,L-Aspartic acid
growth hormone deficiency,HMDB0003345,alpha-D-Glucose
hartnup disease,HMDB0000929,L-Tryptophan
hawkinsinuria,HMDB0000158,L-Tyrosine
hawkinsinuria,HMDB0000451,cis-4-Hydroxycyclohexylacetic acid
hawkinsinuria,HMDB0000707,4-Hydroxyphenylpyruvic acid
head injury,HMDB0000030,Biotin
heart failure,HMDB0000148,L-Glutamic acid
heart failure,HMDB0000161,L-Alanine
heart failure,HMDB0000167,L-Threonine
heart failure,HMDB0000172,L-Isoleucine
heart failure,HMDB0000187,L-Serine
heart failure,HMDB0000251,Taurine
heart failure,HMDB0000517,L-Arginine
heart failure,HMDB0000687,L-Leucine
heart failure,HMDB0000696,L-Methionine
heart failure with preserved ejection fraction,HMDB0000043,Betaine
heart failure with preserved ejection fraction,HMDB0000062,L-Carnitine
heart failure with preserved ejection fraction,HMDB0000094,Citric acid
heart failure with preserved ejection fraction,HMDB0000122,D-Glucose
heart failure with preserved ejection fraction,HMDB0000131,Glycerol
heart failure with preserved ejection fraction,HMDB0000142,Formic acid
heart failure with preserved ejection fraction,HMDB0000159,L-Phenylalanine
heart failure with preserved ejection fraction,HMDB0000161,L-Alanine
heart failure with preserved ejection fraction,HMDB0000167,L-Threonine
heart failure with preserved ejection fraction,HMDB0000168,L-Asparagine
heart failure with preserved ejection fraction,HMDB0000177,L-Histidine
heart failure with preserved ejection fraction,HMDB0000201,L-Acetylcarnitine
heart failure with preserved ejection fraction,HMDB0000222,Palmitoylcarnitine
heart failure with preserved ejection fraction,HMDB0000517,L-Arginine
heart failure with preserved ejection fraction,HMDB0000562,Creatinine
heart failure with preserved ejection fraction,HMDB0000651,Decanoylcarnitine
heart failure with preserved ejection fraction,HMDB0000791,Octanoylcarnitine
heart failure with preserved ejection fraction,HMDB0000906,Trimethylamine
heart failure with preserved ejection fraction,HMDB0002815,LysoPC(18:1(9Z)/0:0)
heart failure with preserved ejection fraction,HMDB0003345,alpha-D-Glucose
heart failure with preserved ejection fraction,HMDB0010382,LysoPC(16:0/0:0)
heart failure with preserved ejection fraction,HMDB0010384,LysoPC(18:0/0:0)
heart failure with reduced ejection fraction,HMDB0000008,2-Hydroxybutyric acid
heart failure with reduced ejection fraction,HMDB0000011,3-Hydroxybutyric acid
heart failure with reduced ejection fraction,HMDB0000042,Acetic acid
heart failure with reduced ejection fraction,HMDB0000043,Betaine
heart failure with reduced ejection fraction,HMDB0000060,Acetoacetic acid
heart failure with reduced ejection fraction,HMDB0000062,L-Carnitine
heart failure with reduced ejection fraction,HMDB0000064,Creatine
heart failure with reduced ejection fraction,HMDB0000097,Choline
heart failure with reduced ejection fraction,HMDB0000131,Glycerol
heart failure with reduced ejection fraction,HMDB0000142,Formic acid
heart failure with reduced ejection fraction,HMDB0000517,L-Arginine
heart failure with reduced ejection fraction,HMDB0000562,Creatinine
heart failure with reduced ejection fraction,HMDB0000906,Trimethylamine
heart transplant,HMDB0000011,3-Hydroxybutyric acid
heart transplant,HMDB0000019,alpha-Ketoisovaleric acid
heart transplant,HMDB0000042,Acetic acid
heart transplant,HMDB0000043,Betaine
heart transplant,HMDB0000060,Acetoacetic acid
heart transplant,HMDB0000062,L-Carnitine
heart transplant,HMDB0000064,Creatine
heart transplant,HMDB0000094,Citric acid
heart transplant,HMDB0000097,Choline
heart transplant,HMDB0000108,Ethanol
heart transplant,HMDB0000122,D-Glucose
heart transplant,HMDB0000123,Glycine
heart transplant,HMDB0000131,Glycerol
heart transplant,HMDB0000142,Formic acid
heart transplant,HMDB0000148,L-Glutamic acid
heart transplant,HMDB0000157,Hypoxanthine
heart transplant,HMDB0000158,L-Tyrosine
heart transplant,HMDB0000159,L-Phenylalanine
heart transplant,HMDB0000161,L-Alanine
heart transplant,HMDB0000162,L-Proline
heart transplant,HMDB0000167,L-Threonine
heart transplant,HMDB0000168,L-Asparagine
heart transplant,HMDB0000172,L-Isoleucine
heart transplant,HMDB0000177,L-Histidine
heart transplant,HMDB0000182,L-Lysine
heart transplant,HMDB0000190,L-Lactic acid
heart transplant,HMDB0000214,Ornithine
heart transplant,HMDB0000243,Pyruvic acid
heart transplant,HMDB0000292,Xanthine
heart transplant,HMDB0000294,Urea
heart transplant,HMDB0000562,Creatinine
heart transplant,HMDB0000641,L-Glutamine
heart transplant,HMDB0000687,L-Leucine
heart transplant,HMDB0000691,Malonic acid
heart transplant,HMDB0000696,L-Methionine
heart transplant,HMDB0000883,L-Valine
heart transplant,HMDB0001659,Acetone
heart transplant,HMDB0001859,Acetaminophen
heart transplant,HMDB0001873,Isobutyric acid
heart transplant,HMDB0001881,Propylene glycol
heart transplant,HMDB0003345,alpha-D-Glucose
hemodialysis,HMDB0000043,Betaine
hemodialysis,HMDB0000115,Glycolic acid
hemodialysis,HMDB0000162,L-Proline
hemodialysis,HMDB0000235,Thiamine
hemodialysis,HMDB0000305,Vitamin A
hemodialysis,HMDB0000725,4-Hydroxyproline
hemodialysis,HMDB0000742,Homocysteine
hemodialysis,HMDB0000870,Histamine
hemodialysis,HMDB0000881,Xanthurenic acid
hemodialysis,HMDB0001429,Phosphate
hemodialysis,HMDB0001858,p-Cresol
hemodialysis,HMDB0002107,Phthalic acid
hemodialysis,HMDB0011635,p-Cresol sulfate
hemodialysis patients with colon,HMDB0002302,Indole-3-propionic acid
hemodialysis patients with colons,HMDB0006344,Phenylacetylglutamine
hemodialysis patients without colons,HMDB0006344,Phenylacetylglutamine
hepatic and biliary malignancies,HMDB0000190,L-Lactic acid
hepatic encephalopathy,HMDB0000112,gamma-Aminobutyric acid
hepatic encephalopathy,HMDB0001659,Acetone
hepatitis,HMDB0002639,Sulfolithocholylglycine
hepatobiliary disease,HMDB0000138,Glycocholic acid
hepatocellular cancer,HMDB0003331,1-Methyladenosine
hepatocellular carcinoma,HMDB0000036,Taurocholic acid
hepatocellular carcinoma,HMDB0000157,Hypoxanthine
hepatocellular carcinoma,HMDB0000294,Urea
hepatocellular carcinoma,HMDB0000467,Nutriacholic acid
hepatocellular carcinoma,HMDB0000631,Deoxycholic acid glycine conjugate
hepatocellular carcinoma,HMDB0000896,Taurodeoxycholic acid
hepatocellular carcinoma,HMDB0002917,D-Xylitol
hepatocellular carcinoma,HMDB0004157,Stercobilinogen
hepatocellular carcinoma,HMDB0004160,Urobilin
hepatocellular carcinoma,HMDB0004161,D-Urobilin
hepatocellular carcinoma,HMDB0010382,LysoPC(16:0/0:0)
hepatocellular carcinoma,HMDB0010384,LysoPC(18:0/0:0)
hereditary tyrosinemia,HMDB0000158,L-Tyrosine
hereditary tyrosinemia,HMDB0000696,L-Methionine
high risk of coronary artery disease,HMDB0010325,Ethyl glucuronide
hirsutism,HMDB0001032,Dehydroepiandrosterone sulfate
histidinemia,HMDB0000177,L-Histidine
histidinuria,HMDB0000123,Glycine
histidinuria,HMDB0000161,L-Alanine
histidinuria,HMDB0000177,L-Histidine
histidinuria,HMDB0000182,L-Lysine
hiv and diarrhea,HMDB0000098,D-Xylose
homocystinuria,HMDB0000696,L-Methionine
homocystinuria,HMDB0000742,Homocysteine
"homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblg complementation type",HMDB0000696,L-Methionine
homozygous sickle cell disease,HMDB0000239,Pyridoxine
huntington's disease,HMDB0004207,Glutamyllysine
hydrocephalus,HMDB0000157,Hypoxanthine
hydrocephalus,HMDB0000292,Xanthine
hydroxylysinuria,HMDB0000450,5-Hydroxylysine
hydroxyprolinemia,HMDB0000725,4-Hydroxyproline
hyper beta-alaninemia,HMDB0000056,beta-Alanine
hyper beta-alaninemia,HMDB0000112,gamma-Aminobutyric acid
hyperargininemia,HMDB0000517,L-Arginine
hyperargininemia,HMDB0004620,N-a-Acetyl-L-arginine
hypercholesterolemia,HMDB0000067,Cholesterol
"hypercholesterolemia, familial",HMDB0000067,Cholesterol
hyperdibasic aminoaciduria i,HMDB0000182,L-Lysine
hyperdibasic aminoaciduria i,HMDB0000192,L-Cystine
hyperdibasic aminoaciduria i,HMDB0000214,Ornithine
hyperdibasic aminoaciduria i,HMDB0000517,L-Arginine
hyperekplexia,HMDB0000112,gamma-Aminobutyric acid
hypergalactosemia with porto-hepatic venous shunts and haemangiomas,HMDB0000143,D-Galactose
hyperglycinaemia,HMDB0000123,Glycine
"hyperglycinemia, lactic acidosis, and seizures",HMDB0000123,Glycine
"hyperglycinemia, lactic acidosis, and seizures",HMDB0000190,L-Lactic acid
hyperglycinuria,HMDB0000123,Glycine
hyperglycinuria,HMDB0000162,L-Proline
hyperglycinuria,HMDB0000725,4-Hydroxyproline
"hyperinsulinemic hypoglycemia, familial, 1, hhf1",HMDB0000122,D-Glucose
"hyperinsulinemic hypoglycemia, familial, 1, hhf1",HMDB0003345,alpha-D-Glucose
hyperinsulinism-hyperammonemia syndrome,HMDB0000208,Oxoglutaric acid
hyperlipidaemia,HMDB0000122,D-Glucose
hyperlipidaemia,HMDB0003345,alpha-D-Glucose
hyperlipidemia,HMDB0000067,Cholesterol
"hyperlysinemia i, familial",HMDB0000070,Pipecolic acid
"hyperlysinemia i, familial",HMDB0000182,L-Lysine
"hyperlysinemia i, familial",HMDB0000214,Ornithine
"hyperlysinemia i, familial",HMDB0000517,L-Arginine
"hyperlysinemia i, familial",HMDB0000679,Homocitrulline
hyperlysinemia ii or saccharopinuria,HMDB0000172,L-Isoleucine
hyperlysinuria,HMDB0000182,L-Lysine
hyperlysinuria,HMDB0000192,L-Cystine
hyperlysinuria,HMDB0000214,Ornithine
hyperlysinuria,HMDB0000517,L-Arginine
hypermethioninemia,HMDB0000043,Betaine
hypermethioninemia,HMDB0000064,Creatine
hypermethioninemia,HMDB0000696,L-Methionine
hyperornithinemia with gyrate atrophy,HMDB0000214,Ornithine
hyperornithinemia–hyperammonemia-homocitrullinuria syndrome,HMDB0000226,Orotic acid
hyperoxalemia,HMDB0000094,Citric acid
hyperoxalemia,HMDB0000562,Creatinine
hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps),HMDB0000159,L-Phenylalanine
hyperphenylalaninemia due to guanosine triphosphate cyclohydrolase deficiency,HMDB0000159,L-Phenylalanine
hyperphenylalaninemia due to pterin-4a-carbinolamine dehydratase,HMDB0000159,L-Phenylalanine
hyperphosphatasia,HMDB0001429,Phosphate
hyperpipecolatemia,HMDB0000070,Pipecolic acid
"hyperprolinemia, type i",HMDB0000162,L-Proline
"hyperprolinemia, type ii",HMDB0000162,L-Proline
hypertension,HMDB0000076,Dihydrouracil
hypertension,HMDB0000300,Uracil
hypertension,HMDB0000673,Linoleic acid
hypertension,HMDB0001043,Arachidonic acid
hypertension,HMDB0001388,alpha-Linolenic acid
hypertension,HMDB0001999,Eicosapentaenoic acid
hypertension,HMDB0002183,Docosahexaenoic acid
hypertension,HMDB0005199,(R)-Salsolinol
hypertension (mild),HMDB0000020,p-Hydroxyphenylacetic acid
hypertension (mild),HMDB0000291,Vanillylmandelic acid
hypertension (mild),HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid
hypertension (mild),HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid"
hypertension (mild),HMDB0000440,3-Hydroxyphenylacetic acid
hypertension (mild),HMDB0000484,Vanillic acid
hypertension (mild),HMDB0000500,4-Hydroxybenzoic acid
hypertension (mild),HMDB0000822,p-Hydroxymandelic acid
hypertension (mild),HMDB0000954,Ferulic acid
hypertension (mild),HMDB0002085,Syringic acid
hypertension (mild),HMDB0006116,3-Hydroxyhippuric acid
hypertension (mild),HMDB0006344,Phenylacetylglutamine
hypertension (mild),HMDB0013678,4-Hydroxyhippuric acid
hypervalinemia,HMDB0000883,L-Valine
hypoadrenocorticism,HMDB0000122,D-Glucose
hypoadrenocorticism,HMDB0003345,alpha-D-Glucose
"hypoglycemia, familial neonatal",HMDB0000122,D-Glucose
"hypoglycemia, familial neonatal",HMDB0003345,alpha-D-Glucose
hypogonadism,HMDB0000234,Testosterone
hypoparathyroidism-retardation-dysmorphism syndrome,HMDB0000562,Creatinine
hypoparathyroidism-retardation-dysmorphism syndrome,HMDB0001429,Phosphate
"hypophosphatasia, infantile",HMDB0001429,Phosphate
hypophosphatemia,HMDB0001429,Phosphate
hypothyroidism,HMDB0000158,L-Tyrosine
hypothyroidism,HMDB0000159,L-Phenylalanine
hypothyroidism,HMDB0000259,Serotonin
hypothyroidism,HMDB0000929,L-Tryptophan
hypothyroidism,HMDB0001336,"3,4-Dihydroxybenzeneacetic acid"
idiopathic neonatal hepatitis,HMDB0000138,Glycocholic acid
idiopathic oro-facial pain,HMDB0000152,Gentisic acid
ileal crohn's disease,HMDB0000036,Taurocholic acid
ileal crohn's disease,HMDB0000138,Glycocholic acid
ileal crohn's disease,HMDB0000158,L-Tyrosine
ileal crohn's disease,HMDB0000159,L-Phenylalanine
ileal crohn's disease,HMDB0000207,Oleic acid
ileal crohn's disease,HMDB0000220,Palmitic acid
ileal crohn's disease,HMDB0000637,Chenodeoxycholic acid glycine conjugate
ileal crohn's disease,HMDB0000673,Linoleic acid
ileal crohn's disease,HMDB0000755,Hydroxyphenyllactic acid
ileal crohn's disease,HMDB0000827,Stearic acid
ileal crohn's disease,HMDB0000929,L-Tryptophan
ileal crohn's disease,HMDB0001043,Arachidonic acid
ileal crohn's disease,HMDB0002199,Desaminotyrosine
iminoglycinuria,HMDB0000123,Glycine
iminoglycinuria,HMDB0000162,L-Proline
iminoglycinuria,HMDB0000725,4-Hydroxyproline
immunoglobulin a nephropathy (igan) non progressor,HMDB0000039,Butyric acid
immunoglobulin a nephropathy (igan) non progressor,HMDB0000042,Acetic acid
immunoglobulin a nephropathy (igan) non progressor,HMDB0000108,Ethanol
immunoglobulin a nephropathy (igan) non progressor,HMDB0000237,Propionic acid
immunoglobulin a nephropathy (igan) non progressor,HMDB0000466,3-Methylindole
immunoglobulin a nephropathy (igan) non progressor,HMDB0000535,Caproic acid
immunoglobulin a nephropathy (igan) non progressor,HMDB0000892,Valeric acid
immunoglobulin a nephropathy (igan) non progressor,HMDB0001659,Acetone
immunoglobulin a nephropathy (igan) non progressor,HMDB0001858,p-Cresol
immunoglobulin a nephropathy (igan) non progressor,HMDB0061883,Caproate (6:0)
immunoglobulin a nephropathy (igan) progressor,HMDB0000039,Butyric acid
immunoglobulin a nephropathy (igan) progressor,HMDB0000042,Acetic acid
immunoglobulin a nephropathy (igan) progressor,HMDB0000108,Ethanol
immunoglobulin a nephropathy (igan) progressor,HMDB0000122,D-Glucose
immunoglobulin a nephropathy (igan) progressor,HMDB0000161,L-Alanine
immunoglobulin a nephropathy (igan) progressor,HMDB0000162,L-Proline
immunoglobulin a nephropathy (igan) progressor,HMDB0000191,L-Aspartic acid
immunoglobulin a nephropathy (igan) progressor,HMDB0000208,Oxoglutaric acid
immunoglobulin a nephropathy (igan) progressor,HMDB0000237,Propionic acid
immunoglobulin a nephropathy (igan) progressor,HMDB0000466,3-Methylindole
immunoglobulin a nephropathy (igan) progressor,HMDB0000535,Caproic acid
immunoglobulin a nephropathy (igan) progressor,HMDB0000687,L-Leucine
immunoglobulin a nephropathy (igan) progressor,HMDB0000883,L-Valine
immunoglobulin a nephropathy (igan) progressor,HMDB0000892,Valeric acid
immunoglobulin a nephropathy (igan) progressor,HMDB0001659,Acetone
immunoglobulin a nephropathy (igan) progressor,HMDB0001858,p-Cresol
immunoglobulin a nephropathy (igan) progressor,HMDB0003345,alpha-D-Glucose
immunoglobulin a nephropathy (igan) progressor,HMDB0061883,Caproate (6:0)
impaired glucose tolerance,HMDB0000289,Uric acid
infantile liver failure syndrome 2,HMDB0000054,Bilirubin
infantile liver failure syndrome 2,HMDB0000122,D-Glucose
infantile liver failure syndrome 2,HMDB0000190,L-Lactic acid
infantile liver failure syndrome 2,HMDB0003345,alpha-D-Glucose
infantile refsum disease,HMDB0000070,Pipecolic acid
infantile refsum disease,HMDB0000801,Phytanic acid
infantile refsum's disease,HMDB0000070,Pipecolic acid
inflammatory bowel disease,HMDB0000067,Cholesterol
inflammatory bowel disease,HMDB0000220,Palmitic acid
inflammatory bowel disease,HMDB0000879,Tetrahydrodeoxycorticosterone
inflammatory bowel disease,HMDB0000925,Trimethylamine N-oxide
inflammatory bowel disease,HMDB0001857,"1,3-Dimethyluric acid"
insulin-dependent diabetes mellitus(iddm),HMDB0000190,L-Lactic acid
interstitial cystitis,HMDB0000039,Butyric acid
interstitial cystitis,HMDB0000673,Linoleic acid
interstitial cystitis,HMDB0001043,Arachidonic acid
intestinal infections,HMDB0000039,Butyric acid
intestinal infections,HMDB0000042,Acetic acid
intestinal infections,HMDB0001858,p-Cresol
intrahepatic biliary hypoplasia,HMDB0000138,Glycocholic acid
invasive candidiasis,HMDB0000568,D-Arabitol
iron deficiency,HMDB0000017,4-Pyridoxic acid
iron deficiency,HMDB0000623,Dodecanedioic acid
iron deficiency,HMDB0000792,Sebacic acid
iron deficiency,HMDB0000827,Stearic acid
iron deficiency,HMDB0000888,Undecanedioic acid
iron deficiency,HMDB0011503,LysoPE(16:0/0:0)
irritable bowel syndrome,HMDB0000039,Butyric acid
irritable bowel syndrome,HMDB0000042,Acetic acid
irritable bowel syndrome,HMDB0000050,Adenosine
irritable bowel syndrome,HMDB0000060,Acetoacetic acid
irritable bowel syndrome,HMDB0000064,Creatine
irritable bowel syndrome,HMDB0000094,Citric acid
irritable bowel syndrome,HMDB0000097,Choline
irritable bowel syndrome,HMDB0000108,Ethanol
irritable bowel syndrome,HMDB0000112,gamma-Aminobutyric acid
irritable bowel syndrome,HMDB0000122,D-Glucose
irritable bowel syndrome,HMDB0000123,Glycine
irritable bowel syndrome,HMDB0000131,Glycerol
irritable bowel syndrome,HMDB0000134,Fumaric acid
irritable bowel syndrome,HMDB0000139,Glyceric acid
irritable bowel syndrome,HMDB0000142,Formic acid
irritable bowel syndrome,HMDB0000148,L-Glutamic acid
irritable bowel syndrome,HMDB0000149,Ethanolamine
irritable bowel syndrome,HMDB0000157,Hypoxanthine
irritable bowel syndrome,HMDB0000158,L-Tyrosine
irritable bowel syndrome,HMDB0000159,L-Phenylalanine
irritable bowel syndrome,HMDB0000161,L-Alanine
irritable bowel syndrome,HMDB0000162,L-Proline
irritable bowel syndrome,HMDB0000167,L-Threonine
irritable bowel syndrome,HMDB0000172,L-Isoleucine
irritable bowel syndrome,HMDB0000182,L-Lysine
irritable bowel syndrome,HMDB0000187,L-Serine
irritable bowel syndrome,HMDB0000190,L-Lactic acid
irritable bowel syndrome,HMDB0000191,L-Aspartic acid
irritable bowel syndrome,HMDB0000195,Inosine
irritable bowel syndrome,HMDB0000209,Phenylacetic acid
irritable bowel syndrome,HMDB0000210,Pantothenic acid
irritable bowel syndrome,HMDB0000228,Phenol
irritable bowel syndrome,HMDB0000230,N-Acetylneuraminic acid
irritable bowel syndrome,HMDB0000237,Propionic acid
irritable bowel syndrome,HMDB0000243,Pyruvic acid
irritable bowel syndrome,HMDB0000251,Taurine
irritable bowel syndrome,HMDB0000254,Succinic acid
irritable bowel syndrome,HMDB0000267,Pyroglutamic acid
irritable bowel syndrome,HMDB0000296,Uridine
irritable bowel syndrome,HMDB0000303,Tryptamine
irritable bowel syndrome,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid
irritable bowel syndrome,HMDB0000517,L-Arginine
irritable bowel syndrome,HMDB0000535,Caproic acid
irritable bowel syndrome,HMDB0000626,Deoxycholic acid
irritable bowel syndrome,HMDB0000641,L-Glutamine
irritable bowel syndrome,HMDB0000661,Glutaric acid
irritable bowel syndrome,HMDB0000666,Heptanoic acid
irritable bowel syndrome,HMDB0000687,L-Leucine
irritable bowel syndrome,HMDB0000689,Isocaproic acid
irritable bowel syndrome,HMDB0000696,L-Methionine
irritable bowel syndrome,HMDB0000718,Isovaleric acid
irritable bowel syndrome,HMDB0000764,Hydrocinnamic acid
irritable bowel syndrome,HMDB0000883,L-Valine
irritable bowel syndrome,HMDB0000892,Valeric acid
irritable bowel syndrome,HMDB0000906,Trimethylamine
irritable bowel syndrome,HMDB0000929,L-Tryptophan
irritable bowel syndrome,HMDB0001414,Putrescine
irritable bowel syndrome,HMDB0001659,Acetone
irritable bowel syndrome,HMDB0001844,Methylsuccinic acid
irritable bowel syndrome,HMDB0001858,p-Cresol
irritable bowel syndrome,HMDB0001873,Isobutyric acid
irritable bowel syndrome,HMDB0002199,Desaminotyrosine
irritable bowel syndrome,HMDB0002322,Cadaverine
irritable bowel syndrome,HMDB0003339,D-Glutamic acid
